更新时间,#genre#
NEWTV动作电影,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
NEWTV动作电影,http://[2409:8087:74d9:21::6]/270000001128/9900000106/index.m3u8
NEWTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NEWTV惊悚悬疑,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3
NEWTV惊悚悬疑,http://[2409:8087:74d9:21::6]/270000001128/9900000113/index.m3u8
NEWTV惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NEWTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NEWTV黑莓电影,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000019624/1.m3u8?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=3
NEWTV黑莓电影,http://[2409:8087:74d9:21::6]/270000001128/9900000095/index.m3u8
NEWTV黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NEWTV黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NEWTV超级电视剧,http://[2409:8087:74d9:21::6]/270000001128/9900000022/index.m3u8
NEWTV超级电视剧,http://gslbservzqhsw.itv.cmvideo.cn/1000000006000268003/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268003&livemode=1&stbId=3
NEWTV超级电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010065/
NEWTV超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NEWTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NEWTV超级电视剧,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010065/
NEWTV超级电视剧,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010065/
NEWTV超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8

CAT电影,http://litv.zapi.us.kg/?id=4gtv-4gtv076
AMC电影,http://litv.zapi.us.kg/?id=4gtv-4gtv017
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
AMC电影,http://tw.ts138.top/4g/?id=4gtv-4gtv017
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03

家庭影院,http://rihou.cc:567/53057.php?id=chcjt
动作电影,http://rihou.cc:567/53057.php?id=chcdz
动作电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000018653/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/8103864434730665389/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
家庭影院,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000008284/1.m3u8
家庭影院,http://[2409:8087:5e00:24::1e]:6060/000000001000/6316377948248689070/1.m3u8
家庭影院,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8

🔁周星星,http://11.xmyxc.cn/api/php/yy.php?id=1354658049
▶️(2024)阴阳师,https://svip.high22-playback.com/20240731/5755_91995ca9/index.m3u8
▶️(2024)哥斯拉大战金刚2：帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
▶️(2024)绝地战警：生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8
▶️(2024)异形寄生:起源,https://api.heimuer.app/play/3e9be3a5080c46449dbc355c9cb8baec.m3u8
▶️(2024)狄仁杰之天宫蜃楼,https://v9.tlkqc.com/wjv9/202408/06/p7712pXCuV81/video/index.m3u8
▶️(2024)鬼舞村：詛咒起源,https://v12.tlkqc.com/wjv12/202408/04/UJGTrrEASp84/video/index.m3u8
▶️星际穿越,https://api.heimuer.app/play/f9b471ddd1ee425bb3c64a24f82561be.m3u8
▶️明日边缘,http://nas.dylove.xyz:35455/yy/1382736835
▶️美国队长,https://www.goodiptv.club/yy/1382736813
▶️变形金刚,https://lunbo.freetv.top/yy/1382736803
▶️毒液：致命守护者,https://www.goodiptv.club/yy/1382745095
▶️魔戒首部曲：魔戒現身,https://api.heimuer.app/play/d10849d4be514bfeb5de7b6ff8bdfb5a.m3u8
▶️魔戒首部曲：魔戒現身,https://vip.ffzy-play7.com/20230411/22167_a385d245/2000k/hls/mixed.m3u8
▶️魔戒首部曲：魔戒現身,https://vip.kuaikan-cdn4.com/20240220/k2bjbEoB/898kb/hls/index.m3u8
▶️魔戒二部曲：雙城奇謀,https://api.heimuer.app/play/4c017a32d1a7478696e4b78d95774ccc.m3u8
▶️魔戒二部曲：雙城奇謀,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8
▶️魔戒三部曲：王者再臨,https://api.heimuer.app/play/bd885bde48d742068df66e382a8db7a7.m3u8
▶️魔戒三部曲：王者再臨,https://vip.ffzy-play6.com/20221017/19_8752ff61/2000k/hls/mixed.m3u8
▶️哈利波特：死神的聖物Ⅰ,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8
▶️哈利波特：消失的密室,https://v1.fentvoss.com/sdv1/202308/19/7pizD2d5YN2/video/index.m3u8
▶️哈利波特：混血王子的背叛,https://v1.fentvoss.com/sdv1/202308/19/jZ4qXuUYMH2/video/index.m3u8
▶️哈利波特：火盃的考驗,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8
▶️哈利波特：神秘的魔法石,https://s2.fsvod1.com/20220301/A2jwRRDZ/index.m3u8
▶️哈利波特：鳳凰會的密令,https://v1.fentvoss.com/sdv1/202308/19/kL6HzXQ7Xi2/video/index.m3u8
九品芝麻官,https://www.goodiptv.club/yy/1354930968
鹿鼎记,https://lunbo.freetv.top/yy/1354658049
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-8.ctv
CHC影迷电影,http://eastscreen.tv/ooooo.php?id=chchd
CHC影迷电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8
CHC家庭影院,http://eastscreen.tv/ooooo.php?id=chcjt


💓专享源🅱️,#genre#
漫威剧情✔原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨✔原,http://159.75.85.63:35455/douyu/8814650
欧美大片✔原,http://159.75.85.63:35455/douyu/2793084
贝爷max✔原,http://159.75.85.63:35455/douyu/4332
贝爷影厅✔原,http://159.75.85.63:35455/douyu/252802
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374
小UU鬼片✔原,http://mmitv.top/test/douyu.php?id=96577&u=4150734&cate
吃奶滴虫✔原,http://159.75.85.63:35455/douyu/263824
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492
避风影院✔原,http://159.75.85.63:35455/douyu/9826611
吃米滴虫✔原,http://159.75.85.63:35455/douyu/315457
冰冰经典✔原,http://159.75.85.63:35455/douyu/74374
星爷影院✔原,http://159.75.85.63:35455/douyu/508118
瑶瑶恐怖✔原,http://159.75.85.63:35455/douyu/2935323
怡寶影院✔原,http://159.75.85.63:35455/douyu/434971
小黛兮影✔原,http://159.75.85.63:35455/douyu/11553944
萌小鬼片✔原,http://159.75.85.63:35455/douyu/3928
神乐影剧✔原,http://159.75.85.63:35455/douyu/122402
可乐影院✔原,http://159.75.85.63:35455/douyu/20415
小宇60帧✔原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚✔原,http://159.75.85.63:35455/douyu/96577
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422
凌儿影院✔原,http://159.75.85.63:35455/douyu/1377142
变种人片✔原,http://159.75.85.63:35455/douyu/9651304
女神电影✔原,http://159.75.85.63:35455/douyu/747764
花卷陪看✔原,http://159.75.85.63:35455/douyu/52787

邵氏影院,http://120.77.28.4:8648/douyu.php?id=4246519
凌儿影院,http://120.77.28.4:8648/douyu.php?id=1377142
漫威影院,http://120.77.28.4:8648/douyu.php?id=6140589
特辑影院,http://120.77.28.4:8648/douyu.php?id=3637778
高分影院,http://120.77.28.4:8648/douyu.php?id=7254536
童年影院,http://120.77.28.4:8648/douyu.php?id=2935323
奶虫影院,http://120.77.28.4:8648/douyu.php?id=263824
粤语影院,http://120.77.28.4:8648/douyu.php?id=6566671
蚂蚱影院,http://120.77.28.4:8648/douyu.php?id=6079455
圆子影院,http://120.77.28.4:8648/douyu.php?id=6566658
动作影院,http://120.77.28.4:8648/douyu.php?id=122402
喜剧影院,http://120.77.28.4:8648/douyu.php?id=323876
恐怖影院,http://120.77.28.4:8648/douyu.php?id=218859
刀刀影院,http://120.77.28.4:8648/douyu.php?id=747764
邦德影院,http://120.77.28.4:8648/douyu.php?id=9292499
怡寶影视,http://120.77.28.4:8648/douyu.php?id=434971
贝贝影视,http://120.77.28.4:8648/douyu.php?id=431460
酒染影视,http://120.77.28.4:8648/douyu.php?id=7550220
芊珏影视,http://120.77.28.4:8648/douyu.php?id=8814650
华仔影视,http://120.77.28.4:8648/douyu.php?id=2516864
华强影视,http://120.77.28.4:8648/douyu.php?id=9650792
华语影视,http://120.77.28.4:8648/douyu.php?id=3928
可乐影视,http://120.77.28.4:8648/douyu.php?id=20415
花卷影视,http://120.77.28.4:8648/douyu.php?id=52787
惊悚影视,http://120.77.28.4:8648/douyu.php?id=96577
冰冰影视,http://120.77.28.4:8648/douyu.php?id=74374
小寶影视,http://120.77.28.4:8648/douyu.php?id=434971
小宇影视,http://120.77.28.4:8648/douyu.php?id=323876
贝爷壹厅,http://120.77.28.4:8648/douyu.php?id=252802
贝爷贰厅,http://120.77.28.4:8648/douyu.php?id=4332
贝爷叁厅,http://120.77.28.4:8648/douyu.php?id=36337
下饭神剧,http://120.77.28.4:8648/douyu.php?id=276200
武侠神剧,http://120.77.28.4:8648/douyu.php?id=338759
橙記港剧,http://120.77.28.4:8648/douyu.php?id=4549169
热门港剧,http://120.77.28.4:8648/douyu.php?id=5522351
人气港剧,http://120.77.28.4:8648/douyu.php?id=5261342
神乐影剧,http://120.77.28.4:8648/douyu.php?id=122402
国产剧场,http://120.77.28.4:8648/douyu.php?id=308752
经典剧场,http://120.77.28.4:8648/douyu.php?id=6863367
抗日剧场,http://120.77.28.4:8648/douyu.php?id=8157860
三国剧场,http://120.77.28.4:8648/douyu.php?id=2838296
本山专场,http://120.77.28.4:8648/douyu.php?id=9817716
微服私访,http://120.77.28.4:8648/douyu.php?id=7473576
恐怖鬼怪,http://120.77.28.4:8648/douyu.php?id=1165374
欢乐综艺,http://120.77.28.4:8648/douyu.php?id=131977
万合出品,http://120.77.28.4:8648/douyu.php?id=9220456
吃米滴虫,http://120.77.28.4:8648/douyu.php?id=315457
新版三国,http://120.77.28.4:8648/douyu.php?id=5908256
西游记续,http://120.77.28.4:8648/douyu.php?id=3113309
欧美影院,http://120.77.28.4:8648/douyu.php?id=508118
麓山迷踪,http://120.77.28.4:8648/douyu.php?id=4505431
瑶瑶恐怖,http://120.77.28.4:8648/douyu.php?id=2935323
小黛兮影,http://120.77.28.4:8648/douyu.php?id=11553944
萌小鬼片,http://120.77.28.4:8648/douyu.php?id=3928
恐怖惊悚,http://120.77.28.4:8648/douyu.php?id=96577
電影劇場,http://120.77.28.4:8648/douyu.php?id=7575350
豆瓣高分,http://120.77.28.4:8648/douyu.php?id=8770422
花卷陪看,http://120.77.28.4:8648/douyu.php?id=52787
霍格沃茨,http://120.77.28.4:8648/douyu.php?id=8814650
鱼宝恐怖,http://120.77.28.4:8648/douyu.php?id=1165374
鬼片恐怖,http://120.77.28.4:8648/douyu.php?id=2935323
小优鬼片,http://120.77.28.4:8648/douyu.php?id=96577
变种人片,http://120.77.28.4:8648/douyu.php?id=9651304
喜剧电影,http://120.77.28.4:8648/douyu.php?id=9292492
女神电影,http://120.77.28.4:8648/douyu.php?id=747764
避风影院,http://120.77.28.4:8648/douyu.php?id=9826611
欧美大片,http://120.77.28.4:8648/douyu.php?id=2793084
刘华强集,http://120.77.28.4:8648/douyu.php?id=2726977
古装喜剧,http://120.77.28.4:8648/douyu.php?id=431460
国产影片,http://120.77.28.4:8648/douyu.php?id=5423
港剧天地,http://120.77.28.4:8648/douyu.php?id=4290711
华语经典,http://120.77.28.4:8648/douyu.php?id=434971

邵氏影院,http://159.75.85.63:35455/douyu/4246519
凌儿影院,http://159.75.85.63:35455/douyu/1377142
漫威影院,http://159.75.85.63:35455/douyu/6140589
特辑影院,http://159.75.85.63:35455/douyu/3637778
高分影院,http://159.75.85.63:35455/douyu/7254536
童年影院,http://159.75.85.63:35455/douyu/2935323
奶虫影院,http://159.75.85.63:35455/douyu/263824
粤语影院,http://159.75.85.63:35455/douyu/6566671
蚂蚱影院,http://159.75.85.63:35455/douyu/6079455
圆子影院,http://159.75.85.63:35455/douyu/6566658
动作影院,http://159.75.85.63:35455/douyu/122402
喜剧影院,http://159.75.85.63:35455/douyu/323876
恐怖影院,http://159.75.85.63:35455/douyu/218859
刀刀影院,http://159.75.85.63:35455/douyu/747764
邦德影院,http://159.75.85.63:35455/douyu/9292499
怡寶影视,http://159.75.85.63:35455/douyu/434971
贝贝影视,http://159.75.85.63:35455/douyu/431460
酒染影视,http://159.75.85.63:35455/douyu/7550220
芊珏影视,http://159.75.85.63:35455/douyu/8814650
华仔影视,http://159.75.85.63:35455/douyu/2516864
华强影视,http://159.75.85.63:35455/douyu/9650792
华语影视,http://159.75.85.63:35455/douyu/3928
可乐影视,http://159.75.85.63:35455/douyu/20415
花卷影视,http://159.75.85.63:35455/douyu/52787
惊悚影视,http://159.75.85.63:35455/douyu/96577
冰冰影视,http://159.75.85.63:35455/douyu/74374
小寶影视,http://159.75.85.63:35455/douyu/434971
小宇影视,http://159.75.85.63:35455/douyu/323876
贝爷壹厅,http://159.75.85.63:35455/douyu/252802
贝爷贰厅,http://159.75.85.63:35455/douyu/4332
贝爷叁厅,http://159.75.85.63:35455/douyu/36337
下饭神剧,http://159.75.85.63:35455/douyu/276200
武侠神剧,http://159.75.85.63:35455/douyu/338759
橙記港剧,http://159.75.85.63:35455/douyu/4549169
热门港剧,http://159.75.85.63:35455/douyu/5522351
人气港剧,http://159.75.85.63:35455/douyu/5261342
神乐影剧,http://159.75.85.63:35455/douyu/122402
国产剧场,http://159.75.85.63:35455/douyu/308752
经典剧场,http://159.75.85.63:35455/douyu/6863367
抗日剧场,http://159.75.85.63:35455/douyu/8157860
三国剧场,http://159.75.85.63:35455/douyu/2838296
本山专场,http://159.75.85.63:35455/douyu/9817716
微服私访,http://159.75.85.63:35455/douyu/7473576
恐怖鬼怪,http://159.75.85.63:35455/douyu/1165374
欢乐综艺,http://159.75.85.63:35455/douyu/131977
万合出品,http://159.75.85.63:35455/douyu/9220456
吃米滴虫,http://159.75.85.63:35455/douyu/315457
新版三国,http://159.75.85.63:35455/douyu/5908256
西游记续,http://159.75.85.63:35455/douyu/3113309
欧美影院,http://159.75.85.63:35455/douyu/508118
麓山迷踪,http://159.75.85.63:35455/douyu/4505431
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
花卷陪看,http://159.75.85.63:35455/douyu/52787
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
鬼片恐怖,http://159.75.85.63:35455/douyu/2935323
小优鬼片,http://159.75.85.63:35455/douyu/96577
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
避风影院,http://159.75.85.63:35455/douyu/9826611
欧美大片,http://159.75.85.63:35455/douyu/2793084
刘华强集,http://159.75.85.63:35455/douyu/2726977
古装喜剧,http://159.75.85.63:35455/douyu/431460
国产影片,http://159.75.85.63:35455/douyu/5423
港剧天地,http://159.75.85.63:35455/douyu/4290711
华语经典,http://159.75.85.63:35455/douyu/434971

iHOT-爱电竞,http://kxrj.site:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT-爱谍战,http://kxrj.site:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT-爱动漫,http://kxrj.site:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT-爱都市,http://kxrj.site:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT-爱怀旧,http://kxrj.site:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT-爱经典,http://kxrj.site:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT-爱科幻,http://kxrj.site:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT-爱科学,http://kxrj.site:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT-爱浪漫,http://kxrj.site:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT-爱历史,http://kxrj.site:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT-爱旅行,http://kxrj.site:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT-爱奇谈,http://kxrj.site:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT-爱青春,http://kxrj.site:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT-爱赛车,http://kxrj.site:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT-爱体育,http://kxrj.site:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT-爱玩具,http://kxrj.site:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT-爱喜剧,http://kxrj.site:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT-爱悬疑,http://kxrj.site:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT-爱幼教,http://kxrj.site:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
iHOT-爱院线,http://kxrj.site:35455/itv/6000000006000030630.m3u8?cdn=wasusyt


💓专享央视,#genre#
CCTV1,http://219.159.194.108:8181/tsfile/live/0001_1.m3u8
CCTV2,http://219.159.194.108:8181/tsfile/live/0002_1.m3u8
CCTV3,http://219.159.194.108:8181/tsfile/live/0003_1.m3u8
CCTV4,http://219.159.194.108:8181/tsfile/live/0004_1.m3u8
CCTV5+,http://219.159.194.108:8181/tsfile/live/0016_1.m3u8
CCTV5,http://219.159.194.108:8181/tsfile/live/0005_1.m3u8
CCTV6,http://219.159.194.108:8181/tsfile/live/0006_1.m3u8
CCTV7,http://219.159.194.108:8181/tsfile/live/0007_1.m3u8
CCTV8,http://219.159.194.108:8181/tsfile/live/0008_1.m3u8
CCTV9,http://219.159.194.108:8181/tsfile/live/0009_1.m3u8
CCTV10,http://219.159.194.108:8181/tsfile/live/0010_1.m3u8
CCTV11,http://219.159.194.108:8181/tsfile/live/0011_1.m3u8
CCTV12,http://219.159.194.108:8181/tsfile/live/0012_1.m3u8
CCTV13,http://219.159.194.108:8181/tsfile/live/0013_1.m3u8
CCTV14,http://219.159.194.108:8181/tsfile/live/0014_1.m3u8
CCTV15,http://219.159.194.108:8181/tsfile/live/0015_1.m3u8
CCTV16,http://219.159.194.108:8181/tsfile/live/1021_1.m3u8
CCTV17,http://219.159.194.108:8181/tsfile/live/0019_1.m3u8

CCTV1,http://kxrj.site:35455/ysptp/cctv1.m3u8
CCTV2,http://kxrj.site:35455/ysptp/cctv2.m3u8
CCTV3,http://kxrj.site:35455/ysptp/cctv3.m3u8
CCTV4,http://kxrj.site:35455/ysptp/cctv4.m3u8
CCTV5+,http://kxrj.site:35455/ysptp/cctv5p.m3u8
CCTV5,http://kxrj.site:35455/ysptp/cctv5.m3u8
CCTV6,http://kxrj.site:35455/tptv/G_CCTV-6-AVS-4K264.m3u8
CCTV7,http://kxrj.site:35455/ysptp/cctv7.m3u8
CCTV8,http://kxrj.site:35455/ysptp/cctv8.m3u8
CCTV9,http://kxrj.site:35455/ysptp/cctv9.m3u8
CCTV10,http://kxrj.site:35455/ysptp/cctv10.m3u8
CCTV11,http://kxrj.site:35455/ysptp/cctv11.m3u8
CCTV12,http://kxrj.site:35455/ysptp/cctv12.m3u8
CCTV13,http://kxrj.site:35455/ysptp/cctv13.m3u8
CCTV14,http://kxrj.site:35455/ysptp/cctv14.m3u8
CCTV15,http://kxrj.site:35455/ysptp/cctv15.m3u8
CCTV16,http://kxrj.site:35455/ysptp/cctv16.m3u8
CCTV17,http://kxrj.site:35455/ysptp/cctv17.m3u8

CCTV1,http://180.158.164.233:8888/udp/239.45.3.145:5140
CCTV2,http://180.158.164.233:8888/udp/239.45.3.208:5140
CCTV3,http://180.158.164.233:8888/udp/239.45.1.68:5140
CCTV4,http://180.158.164.233:8888/udp/239.45.0.2:5140
CCTV4美洲,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV4欧洲,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV4欧洲,http://rihou.cc:567/53057.php?id=cctv4o
CCTV4美洲,http://rihou.cc:567/53057.php?id=cctv4a
CCTV4欧洲,http://114.243.97.208:8822/rtp/239.3.1.213:4220
CCTV4美洲,http://114.243.97.208:8822/rtp/239.3.1.214:4220
CCTV5,http://180.158.164.233:8888/udp/239.45.1.69:5140
CCTV5+,http://180.158.164.233:8888/udp/239.45.0.34:5140
CCTV6,http://180.158.164.233:8888/udp/239.45.1.70:5140
CCTV7,http://180.158.164.233:8888/udp/239.45.3.56:5140
CCTV8,http://180.158.164.233:8888/udp/239.45.1.71:5140
CCTV9,http://180.158.164.233:8888/udp/239.45.3.4:5140
CCTV10,http://180.158.164.233:8888/udp/239.45.3.8:5140
CCTV11,http://180.158.164.233:8888/udp/239.45.0.18:5140
CCTV12,http://180.158.164.233:8888/udp/239.45.3.10:5140
CCTV13,http://180.158.164.233:8888/udp/239.45.0.19:5140
CCTV14,http://180.158.164.233:8888/udp/239.45.3.23:5140
CCTV15,http://180.158.164.233:8888/udp/239.45.0.20:5140
CCTV16,http://180.158.164.233:8888/udp/239.45.0.10:5140
CCTV17,http://180.158.164.233:8888/udp/239.45.3.52:5140

CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV1,http://kxrj.site:35455/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV2,http://kxrj.site:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV3,http://kxrj.site:35455/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV5,http://kxrj.site:35455/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV5+,http://kxrj.site:35455/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV6,http://kxrj.site:35455/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV7,http://kxrj.site:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV8,http://kxrj.site:35455/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV9,http://kxrj.site:35455/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV10,http://kxrj.site:35455/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV12,http://kxrj.site:35455/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV14,http://kxrj.site:35455/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV16,http://kxrj.site:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
